patch,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/smf-subscriptions,Modify SMF Subscription Info
get,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/smf-subscriptions,Retrieve SMF Subscription Info
put,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/hss-subscriptions,Create HSS Subscription Info
delete,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/hss-subscriptions,Delete HSS Subscription Info
patch,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/hss-subscriptions,Modify HSS Subscription Info
get,/subscription-data/{ueId}/context-data/ee-subscriptions/{subsId}/hss-subscriptions,Retrieve HSS Subscription Info
get,/subscription-data/group-data/{ueGroupId}/ee-subscriptions,Retrieves the ee subscriptions of a group of UEs or any UE
post,/subscription-data/group-data/{ueGroupId}/ee-subscriptions,Create individual EE subscription for a group of UEs or any UE
put,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId},Update an individual ee subscription of a group of UEs or any UE
delete,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId},Deletes a eeSubscription for a group of UEs or any UE
patch,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId},Modify an individual ee subscription for a group of a UEs
get,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId},Retrieve a individual eeSubscription for a group of UEs or any UE
get,/subscription-data/group-data/{ueGroupId}/ee-profile-data,Retrieves the ee profile data profile data of a group or anyUE
get,/subscription-data/{ueId}/ee-profile-data,Retrieves the ee profile data of a UE
get,/subscription-data/{ueId}/context-data/sdm-subscriptions,Retrieves the sdm subscriptions of a UE
post,/subscription-data/{ueId}/context-data/sdm-subscriptions,Create individual sdm subscription
put,/subscription-data/{ueId}/context-data/sdm-subscriptions/{subsId},Update an individual sdm subscriptions of a UE
delete,/subscription-data/{ueId}/context-data/sdm-subscriptions/{subsId},Deletes a sdmsubscriptions
patch,/subscription-data/{ueId}/context-data/sdm-subscriptions/{subsId},Modify an individual sdm subscription
get,/subscription-data/{ueId}/context-data/sdm-subscriptions/{subsId},Retrieves a individual sdmSubscription identified by subsId
put,/subscription-data/{ueId}/context-data/sdm-subscriptions/{subsId}/hss-sdm-subscriptions,Create HSS SDM Subscription Info
delete,/subscription-data/{ueId}/context-data/sdm-subscriptions/{subsId}/hss-sdm-subscriptions,Delete HSS SDM Subscription Info
patch,/subscription-data/{ueId}/context-data/sdm-subscriptions/{subsId}/hss-sdm-subscriptions,Modify HSS SDM Subscription Info
get,/subscription-data/{ueId}/context-data/sdm-subscriptions/{subsId}/hss-sdm-subscriptions,Retrieve HSS SDM Subscription Info
get,/subscription-data/shared-data,retrieve shared data
get,/subscription-data/shared-data/{sharedDataId},retrieve individual shared data
post,/subscription-data/subs-to-notify,Subscription data subscriptions
get,/subscription-data/subs-to-notify,Retrieves the list of subscriptions
delete,/subscription-data/subs-to-notify,Deletes subscriptions identified by a given ue-id parameter
delete,/subscription-data/subs-to-notify/{subsId},Deletes a subscriptionDataSubscriptions
patch,/subscription-data/subs-to-notify/{subsId},Modify an individual subscriptionDataSubscription
get,/subscription-data/subs-to-notify/{subsId},Retrieves a individual subscriptionDataSubscription identified by subsId
get,/subscription-data/{ueId}/{servingPlmnId}/provisioned-data/trace-data,Retrieves the trace configuration data of a UE
get,/subscription-data/{ueId}/identity-data,Retrieve identity data by SUPI or GPSI
get,/subscription-data/{ueId}/operator-determined-barring-data,Retrieve ODB Data data by SUPI or GPSI
get,/subscription-data/{ueId}/context-data,Retrieve multiple context data sets of a UE
get,/subscription-data/group-data/group-identifiers,Mapping of Group Identifiers
get,/subscription-data/group-data/5g-vn-groups,Retrieves the data of a 5G VN Group
put,/subscription-data/group-data/5g-vn-groups/{externalGroupId},Create an individual 5G VN Grouop
delete,/subscription-data/group-data/5g-vn-groups/{externalGroupId},Deletes the 5GVnGroup
patch,/subscription-data/group-data/5g-vn-groups/{externalGroupId},modify the 5GVnGroup
get,/subscription-data/group-data/5g-vn-groups/{externalGroupId},Retrieve a 5GVnGroup configuration
get,/subscription-data/{ueId}/lcs-privacy-data,Retrieves the LCS Privacy subscription data of a UE
get,/subscription-data/{ueId}/lcs-mo-data,Retrieves the LCS Mobile Originated subscription data of a UE
get,/subscription-data/{ueId}/nidd-authorization-data,Retrieve NIDD Authorization Data GPSI or External Group identifier
get,/subscription-data/{ueId}/coverage-restriction-data,Retrieves the subscribed enhanced Coverage Restriction Data of a UE
get,/subscription-data/{ueId}/context-data/location,Retrieves the UE's Location Information
get,/subscription-data/{ueId}/v2x-data,Retrieves the subscribed V2X Data of a UE
get,/subscription-data/{ueId}/prose-data,Retrieves the subscribed ProSe service Data of a UE
get,/subscription-data/{ueId}/{servingPlmnId}/provisioned-data/lcs-bca-data,Retrieves the LCS Broadcast Assistance subscription data of a UE
get,/subscription-data/group-data/5g-vn-groups/internal,Retrieves the data of 5G VN Group
get,/subscription-data/group-data/5g-vn-groups/pp-profile-data,Retrieves the parameter provision profile data for 5G VN Group
put,/subscription-data/{ueId}/context-data/nidd-authorizations,Create NIDD Authorization Info
delete,/subscription-data/{ueId}/context-data/nidd-authorizations,Delete NIDD Authorization Info
patch,/subscription-data/{ueId}/context-data/nidd-authorizations,Modify NIDD Authorization Info
get,/subscription-data/{ueId}/context-data/nidd-authorizations,Retrieve NIDD Authorization Info
get,/subscription-data/{ueId}/5mbs-data,Retrieves the 5mbs subscription data of a UE
get,/subscription-data/{ueId},Retrieve multiple subscribed data sets of a UE
get,/subscription-data/{ueId}/service-specific-authorization-data/{serviceType},Retrieve ServiceSpecific Authorization Data
put,/subscription-data/{ueId}/context-data/service-specific-authorizations/{serviceType},Create Service Specific Authorization Info
delete,/subscription-data/{ueId}/context-data/service-specific-authorizations/{serviceType},Delete Service Specific Authorization Info
patch,/subscription-data/{ueId}/context-data/service-specific-authorizations/{serviceType},Modify Service Specific Authorization Info
get,/subscription-data/{ueId}/context-data/service-specific-authorizations/{serviceType},Retrieve Service Specific Authorization Info
put,/subscription-data/{ueId}/context-data/roaming-information,Update the Roaming Information of the EPC domain
get,/subscription-data/{ueId}/context-data/roaming-information,Retrieves the Roaming Information of the EPC domain
put,/subscription-data/{ueId}/context-data/pei-info,Update the PEI Information of the 5GC/EPC domains
get,/subscription-data/{ueId}/context-data/pei-info,Retrieves the PEI Information of the 5GC/EPC domains
put,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/amf-subscriptions,Create AmfSubscriptions for a group of UEs or any UE
delete,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/amf-subscriptions,Deletes AMF Subscription Info for an eeSubscription for a group of UEs or any UE
patch,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/amf-subscriptions,modify the AMF Subscription Info
get,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/amf-subscriptions,Retrieve AMF subscription Info for a group of UEs or any UE
put,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/smf-subscriptions,Create SMF Subscription Info for a group of UEs or any YE
delete,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/smf-subscriptions,Delete SMF Subscription Info for a group of UEs or any UE
patch,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/smf-subscriptions,Modify SMF Subscription Info for a group of UEs or any UE
get,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/smf-subscriptions,Retrieve SMF Subscription Info for a group of UEs or any UE
put,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/hss-subscriptions,Create HSS Subscription Info for a group of UEs
delete,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/hss-subscriptions,Delete HSS Subscription Info
patch,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/hss-subscriptions,Modify HSS Subscription Info
get,/subscription-data/group-data/{ueGroupId}/ee-subscriptions/{subsId}/hss-subscriptions,Retrieve HSS Subscription Info
get,/subscription-data/{ueId}/uc-data,Retrieves the subscribed User Consent Data of a UE
post,{apiRoot}/npcf-am-policy-control/v1/policies,Create individual AM policy association.
get,{apiRoot}/npcf-am-policy-control/v1/policies/{polAssoId},Read individual AM policy association.
delete,{apiRoot}/npcf-am-policy-control/v1/policies/{polAssoId},Delete individual AM policy association.
post,{apiRoot}/npcf-am-policy-control/v1/policies/{polAssoId}/update,Report observed event triggers and obtain updated policies for an individual AM policy association.
post,{apiRoot}/nsmf-event-exposure/v1/subscriptions,Create an individual subscription for event notifications from the SMF
get,{apiRoot}/nsmf-event-exposure/v1/subscriptions/{subId},Read an individual subscription for event notifications from the SMF
put,{apiRoot}/nsmf-event-exposure/v1/subscriptions/{subId},Replace an individual subscription for event notifications from the SMF
delete,{apiRoot}/nsmf-event-exposure/v1/subscriptions/{subId},Delete an individual subscription for event notifications from the SMF
post,{apiRoot}/nausf-sorprotection/v1/{supi}/ue-sor,
post,{apiRoot}/nausf-auth/v1/ue-authentications,
post,{apiRoot}/nausf-auth/v1/ue-authentications/deregister,
put,{apiRoot}/nausf-auth/v1/ue-authentications/{authCtxId}/5g-aka-confirmation,
delete,{apiRoot}/nausf-auth/v1/ue-authentications/{authCtxId}/5g-aka-confirmation,Deletes the authentication result in the UDM
post,{apiRoot}/nausf-auth/v1/ue-authentications/{authCtxId}/eap-session,
delete,{apiRoot}/nausf-auth/v1/ue-authentications/{authCtxId}/eap-session,Deletes the authentication result in the UDM
post,{apiRoot}/nausf-auth/v1/rg-authentications,
post,{apiRoot}/nausf-auth/v1/prose-authentications,
post,{apiRoot}/nausf-auth/v1/prose-authentications/{authCtxId}/prose-auth,
delete,{apiRoot}/nausf-auth/v1/prose-authentications/{authCtxId}/prose-auth,Deletes the authentication result in the UDM
post,{apiRoot}/nausf-upuprotection/v1/{supi}/ue-upu,
post,/oauth2/token,Access Token Request
get,/bootstrapping,Bootstrapping Info Request
get,{apiRoot}/nnrf-disc/v1/nf-instances,Search a collection of NF Instances
get,{apiRoot}/nnrf-disc/v1/searches/{searchId},
get,{apiRoot}/nnrf-disc/v1/searches/{searchId}/complete,
get,{apiRoot}/nnrf-disc/v1/scp-domain-routing-info,
post,{apiRoot}/nnrf-disc/v1/scp-domain-routing-info-subs,Create a new subscription
delete,{apiRoot}/nnrf-disc/v1/scp-domain-routing-info-subs/{subscriptionID},Deletes a subscription
get,{apiRoot}/nnrf-nfm/v1/nf-instances,Retrieves a collection of NF Instances
options,{apiRoot}/nnrf-nfm/v1/nf-instances,Discover communication options supported by NRF for NF Instances
get,{apiRoot}/nnrf-nfm/v1/nf-instances/{nfInstanceID},Read the profile of a given NF Instance
put,{apiRoot}/nnrf-nfm/v1/nf-instances/{nfInstanceID},Register a new NF Instance
patch,{apiRoot}/nnrf-nfm/v1/nf-instances/{nfInstanceID},Update NF Instance profile
delete,{apiRoot}/nnrf-nfm/v1/nf-instances/{nfInstanceID},Deregisters a given NF Instance
post,{apiRoot}/nnrf-nfm/v1/subscriptions,Create a new subscription
patch,{apiRoot}/nnrf-nfm/v1/subscriptions/{subscriptionID},Updates a subscription
delete,{apiRoot}/nnrf-nfm/v1/subscriptions/{subscriptionID},Deletes a subscription
get,{apiRoot}/n5g-eir-eic/v1/equipment-status,Retrieves the status of the UE
post,{apiRoot}/npcf-smpolicycontrol/v1/sm-policies,Create a new Individual SM Policy
get,{apiRoot}/npcf-smpolicycontrol/v1/sm-policies/{smPolicyId},Read an Individual SM Policy
post,{apiRoot}/npcf-smpolicycontrol/v1/sm-policies/{smPolicyId}/update,Update an existing Individual SM Policy
post,{apiRoot}/npcf-smpolicycontrol/v1/sm-policies/{smPolicyId}/delete,Delete an existing Individual SM Policy
post,{apiRoot}/npcf-policyauthorization/v1/app-sessions,Creates a new Individual Application Session Context resource
post,{apiRoot}/npcf-policyauthorization/v1/app-sessions/pcscf-restoration,Indicates P-CSCF restoration and does not create an Individual Application Session Context
get,{apiRoot}/npcf-policyauthorization/v1/app-sessions/{appSessionId},Reads an existing Individual Application Session Context
patch,{apiRoot}/npcf-policyauthorization/v1/app-sessions/{appSessionId},Modifies an existing Individual Application Session Context
post,{apiRoot}/npcf-policyauthorization/v1/app-sessions/{appSessionId}/delete,Deletes an existing Individual Application Session Context
put,{apiRoot}/npcf-policyauthorization/v1/app-sessions/{appSessionId}/events-subscription,creates or modifies an Events Subscription subresource
delete,{apiRoot}/npcf-policyauthorization/v1/app-sessions/{appSessionId}/events-subscription,deletes the Events Subscription subresource
post,{apiRoot}/ngmlc-loc/v1/provide-location,Request Location of an UE
post,{apiRoot}/ngmlc-loc/v1/cancel-location,request cancellation of periodic or triggered location
post,{apiRoot}/ngmlc-loc/v1/location-update,update UE location information
post,{apiRoot}/ngmlc-loc/v1/loc-update-subs,subscribe to notifications of UE location information
post,{apiRoot}/naf-eventexposure/v1/subscriptions,Creates a new Individual Application Event Exposure Subscription resource
get,{apiRoot}/naf-eventexposure/v1/subscriptions/{subscriptionId},Reads an existing Individual Application Event Subscription
put,{apiRoot}/naf-eventexposure/v1/subscriptions/{subscriptionId},Modifies an existing Individual Application Event Subscription 
delete,{apiRoot}/naf-eventexposure/v1/subscriptions/{subscriptionId},Cancels an existing Individual Application Event Subscription 
put,{apiRoot}/namf-comm/v1/ue-contexts/{ueContextId},Namf_Communication CreateUEContext service Operation
post,{apiRoot}/namf-comm/v1/ue-contexts/{ueContextId}/release,Namf_Communication ReleaseUEContext service Operation
post,{apiRoot}/namf-comm/v1/ue-contexts/{ueContextId}/assign-ebi,Namf_Communication EBI Assignment service Operation
post,{apiRoot}/namf-comm/v1/ue-contexts/{ueContextId}/transfer,Namf_Communication UEContextTransfer service Operation
post,{apiRoot}/namf-comm/v1/ue-contexts/{ueContextId}/transfer-update,Namf_Communication RegistrationStatusUpdate service Operation
post,{apiRoot}/namf-comm/v1/ue-contexts/{ueContextId}/relocate,Namf_Communication RelocateUEContext service Operation
post,{apiRoot}/namf-comm/v1/ue-contexts/{ueContextId}/cancel-relocate,Namf_Communication CancelRelocateUEContext service Operation
post,{apiRoot}/namf-comm/v1/ue-contexts/{ueContextId}/n1-n2-messages,Namf_Communication N1N2 Message Transfer (UE Specific) service Operation
post,{apiRoot}/namf-comm/v1/ue-contexts/{ueContextId}/n1-n2-messages/subscriptions,Namf_Communication N1N2 Message Subscribe (UE Specific) service Operation
delete,{apiRoot}/namf-comm/v1/ue-contexts/{ueContextId}/n1-n2-messages/subscriptions/{subscriptionId},Namf_Communication N1N2 Message UnSubscribe (UE Specific) service Operation
post,{apiRoot}/namf-comm/v1/non-ue-n2-messages/transfer,Namf_Communication Non UE N2 Message Transfer service Operation
post,{apiRoot}/namf-comm/v1/non-ue-n2-messages/subscriptions,Namf_Communication Non UE N2 Info Subscribe service Operation
delete,{apiRoot}/namf-comm/v1/non-ue-n2-messages/subscriptions/{n2NotifySubscriptionId},Namf_Communication Non UE N2 Info UnSubscribe service Operation
post,{apiRoot}/namf-comm/v1/subscriptions,Namf_Communication AMF Status Change Subscribe service Operation
delete,{apiRoot}/namf-comm/v1/subscriptions/{subscriptionId},Namf_Communication AMF Status Change UnSubscribe service Operation
put,{apiRoot}/namf-comm/v1/subscriptions/{subscriptionId},Namf_Communication AMF Status Change Subscribe Modify service Operation
post,{apiRoot}/namf-evts/v1/subscriptions,Namf_EventExposure Subscribe service Operation
patch,{apiRoot}/namf-evts/v1/subscriptions/{subscriptionId},Namf_EventExposure Subscribe Modify service Operation
delete,{apiRoot}/namf-evts/v1/subscriptions/{subscriptionId},Namf_EventExposure Unsubscribe service Operation
post,{apiRoot}/namf-loc/v1/{ueContextId}/provide-pos-info,Namf_Location ProvidePositioningInfo service Operation
post,{apiRoot}/namf-loc/v1/{ueContextId}/provide-loc-info,Namf_Location ProvideLocationInfo service Operation
post,{apiRoot}/namf-loc/v1/{ueContextId}/cancel-pos-info,Namf_Location CancelLocation service operation
post,{apiRoot}/namf-mbs-bc/v1/mbs-contexts,Namf_MBSBroadcast ContextCreate service Operation
delete,{apiRoot}/namf-mbs-bc/v1/mbs-contexts/{mbsContextRef},Namf_MBSBroadcast ContextDelete service Operation
post,{apiRoot}/namf-mbs-bc/v1/mbs-contexts/{mbsContextRef}/update,Namf_MBSBroadcast ContextUpdate service Operation
post,{apiRoot}/namf-mbs-comm/v1/n2-messages/transfer,Namf_MBSCommunication N2 Message Transfer service Operation
get,{apiRoot}/namf-mt/v1/ue-contexts/{ueContextId},Namf_MT Provide Domain Selection Info service Operation
put,{apiRoot}/namf-mt/v1/ue-contexts/{ueContextId}/ue-reachind,Namf_MT EnableUEReachability service Operation
post,{apiRoot}/namf-mt/v1/ue-contexts,Namf_MT EnableGroupReachability service Operation
post,{apiRoot}/namf-callback/v1/smContextStatus/{amfId}/{amfId}, N1N2Transfer Failure Notification
get,{apiRoot}/namf-oam/v1/registered-ue-context, register ue to web
get,/application-data/pfds,Retrieve PFDs for application identifier(s)
get,/application-data/pfds/{appId},Retrieve the corresponding PFDs of the specified application identifier
delete,/application-data/pfds/{appId},Delete the corresponding PFDs of the specified application identifier
put,/application-data/pfds/{appId},Create or update the corresponding PFDs for the specified application identifier
get,/application-data/influenceData,Retrieve Traffic Influence Data
put,/application-data/influenceData/{influenceId},Create or update an individual Influence Data resource
patch,/application-data/influenceData/{influenceId},Modify part of the properties of an individual Influence Data resource
delete,/application-data/influenceData/{influenceId},Delete an individual Influence Data resource
post,/application-data/influenceData/subs-to-notify,Create a new Individual Influence Data Subscription resource
get,/application-data/influenceData/subs-to-notify,Read Influence Data Subscriptions
get,/application-data/influenceData/subs-to-notify/{subscriptionId},Get an existing individual Influence Data Subscription resource
put,/application-data/influenceData/subs-to-notify/{subscriptionId},Modify an existing individual Influence Data Subscription resource
delete,/application-data/influenceData/subs-to-notify/{subscriptionId},Delete an individual Influence Data Subscription resource
get,/application-data/bdtPolicyData,Retrieve applied BDT Policy Data
put,/application-data/bdtPolicyData/{bdtPolicyId},Create an individual applied BDT Policy Data resource
patch,/application-data/bdtPolicyData/{bdtPolicyId},Modify part of the properties of an individual Applied BDT Policy Data resource
delete,/application-data/bdtPolicyData/{bdtPolicyId},Delete an individual Applied BDT Policy Data resource
get,/application-data/iptvConfigData,Retrieve IPTV configuration Data
put,/application-data/iptvConfigData/{configurationId},Create or update an individual IPTV configuration resource
patch,/application-data/iptvConfigData/{configurationId},Partial update an individual IPTV configuration resource
delete,/application-data/iptvConfigData/{configurationId},Delete an individual IPTV configuration resource
get,/application-data/serviceParamData,Retrieve Service Parameter Data
put,/application-data/serviceParamData/{serviceParamId},Create or update an individual Service Parameter Data resource
patch,/application-data/serviceParamData/{serviceParamId},Modify part of the properties of an individual Service Parameter Data resource
delete,/application-data/serviceParamData/{serviceParamId},Delete an individual Service Parameter Data resource
get,/application-data/am-influence-data,Retrieve AM Influence Data
put,/application-data/am-influence-data/{amInfluenceId},Create or update an individual AM Influence Data resource
patch,/application-data/am-influence-data/{amInfluenceId},Modify part of the properties of an individual AM Influence Data resource
delete,/application-data/am-influence-data/{amInfluenceId},Delete an individual AM Influence Data resource
post,/application-data/subs-to-notify,Create a subscription to receive notification of application data changes
get,/application-data/subs-to-notify,Read Application Data change Subscriptions
put,/application-data/subs-to-notify/{subsId},Modify a subscription to receive notification of application data changes
delete,/application-data/subs-to-notify/{subsId},Delete the individual Application Data subscription
get,/application-data/subs-to-notify/{subsId},Get an existing individual Application Data Subscription resource
get,/application-data/eas-deploy-data,Retrieve EAS Deployment Information Data
get,/application-data/eas-deploy-data/{easDeployInfoId},Retrieve an individual EAS Deployment Data resource
put,/application-data/eas-deploy-data/{easDeployInfoId},Create or update an individual EAS Deployment Data resource
delete,/application-data/eas-deploy-data/{easDeployInfoId},Delete an individual EAS Deployment Data resource
put,/exposure-data/{ueId}/access-and-mobility-data,Creates and updates the access and mobility exposure data for a UE
get,/exposure-data/{ueId}/access-and-mobility-data,Retrieves the access and mobility exposure data for a UE
delete,/exposure-data/{ueId}/access-and-mobility-data,Deletes the access and mobility exposure data for a UE
patch,/exposure-data/{ueId}/access-and-mobility-data,Updates the access and mobility exposure data for a UE
put,/exposure-data/{ueId}/session-management-data/{pduSessionId},Creates and updates the session management data for a UE and for an individual PDU session
get,/exposure-data/{ueId}/session-management-data/{pduSessionId},Retrieves the session management data for a UE and for an individual PDU session
delete,/exposure-data/{ueId}/session-management-data/{pduSessionId},Deletes the session management data for a UE and for an individual PDU session
post,/exposure-data/subs-to-notify,Create a subscription to receive notification of exposure data changes
put,/exposure-data/subs-to-notify/{subId},updates a subscription to receive notifications of exposure data changes
delete,/exposure-data/subs-to-notify/{subId},Deletes the individual Exposure Data subscription
get,/policy-data/ues/{ueId},Retrieve the policy data for a subscriber
get,/policy-data/ues/{ueId}/am-data,Retrieves the access and mobility policy data for a subscriber
get,/policy-data/ues/{ueId}/ue-policy-set,Retrieves the UE policy set data for a subscriber
put,/policy-data/ues/{ueId}/ue-policy-set,Create or modify the UE policy set data for a subscriber
patch,/policy-data/ues/{ueId}/ue-policy-set,Modify the UE policy set data for a subscriber
get,/policy-data/ues/{ueId}/sm-data,Retrieves the session management policy data for a subscriber
patch,/policy-data/ues/{ueId}/sm-data,Modify the session management policy data for a subscriber
get,/policy-data/ues/{ueId}/sm-data/{usageMonId},Retrieve a usage monitoring resource
put,/policy-data/ues/{ueId}/sm-data/{usageMonId},Create a usage monitoring resource
delete,/policy-data/ues/{ueId}/sm-data/{usageMonId},Delete a usage monitoring resource
get,/policy-data/sponsor-connectivity-data/{sponsorId},Retrieves the sponsored connectivity information for a given sponsorId
get,/policy-data/bdt-data,Retrieves the BDT data collection
get,/policy-data/bdt-data/{bdtReferenceId},Retrieves the BDT data information associated with a BDT reference Id
put,/policy-data/bdt-data/{bdtReferenceId},Creates an BDT data resource associated with an BDT reference Id
patch,/policy-data/bdt-data/{bdtReferenceId},Modifies an BDT data resource associated with an BDT reference Id
delete,/policy-data/bdt-data/{bdtReferenceId},Deletes an BDT data resource associated with an BDT reference Id
post,/policy-data/subs-to-notify,Create a subscription to receive notification of policy data changes
put,/policy-data/subs-to-notify/{subsId},Modify a subscription to receive notification of policy data changes
delete,/policy-data/subs-to-notify/{subsId},Delete the individual Policy Data subscription
get,/policy-data/ues/{ueId}/operator-specific-data,Retrieve the operator specific policy data of an UE
patch,/policy-data/ues/{ueId}/operator-specific-data,Modify the operator specific policy data of a UE
put,/policy-data/ues/{ueId}/operator-specific-data,Create or modify the operator specific policy data of a UE
delete,/policy-data/ues/{ueId}/operator-specific-data,When the feature OSDResource_Create_Delete is supported  delete OperatorSpecificData resource
get,/policy-data/plmns/{plmnId}/ue-policy-set,Retrieve the UE policy set data for an H-PLMN
get,/policy-data/slice-control-data/{snssai},Retrieves a network Slice specific policy control data resource
patch,/policy-data/slice-control-data/{snssai},Modify a network Slice specific policy control data resource
get,/policy-data/mbs-session-pol-data/{polSessionId},Retrieve MBS Session Policy Control Data for an MBS Session.
get,{apiRoot}/nnwdaf-analyticsinfo/v1/analytics,Read a NWDAF Analytics
get,{apiRoot}/nnwdaf-analyticsinfo/v1/context,Get context information related to analytics subscriptions.
post,{apiRoot}/nnwdaf-datamanagement/v1/subscriptions,subscribe to notifications
put,{apiRoot}/nnwdaf-datamanagement/v1/subscriptions/{subscriptionId},Update an existing Individual NWDAF Data Subscription.
delete,{apiRoot}/nnwdaf-datamanagement/v1/subscriptions/{subscriptionId},unsubscribe from notifications
post,{apiRoot}/nnwdaf-eventssubscription/v1/subscriptions,Create a new Individual NWDAF Events Subscription
delete,{apiRoot}/nnwdaf-eventssubscription/v1/subscriptions/{subscriptionId},Delete an existing Individual NWDAF Events Subscription
put,{apiRoot}/nnwdaf-eventssubscription/v1/subscriptions/{subscriptionId},Update an existing Individual NWDAF Events Subscription
post,{apiRoot}/nnwdaf-eventssubscription/v1/transfers,Provide information about requested analytics subscriptions transfer and potentially create a new Individual NWDAF Event Subscription Transfer resource.
delete,{apiRoot}/nnwdaf-eventssubscription/v1/transfers/{transferId},Delete an existing Individual NWDAF Event Subscription Transfer
put,{apiRoot}/nnwdaf-eventssubscription/v1/transfers/{transferId},Update an existing Individual NWDAF Event Subscription Transfer
post,{apiRoot}/nnwdaf-mlmodelprovision/v1/subscriptions,Create a new Individual NWDAF ML Model Provision Subscription resource.
put,{apiRoot}/nnwdaf-mlmodelprovision/v1/subscriptions/{subscriptionId},update an existing Individual NWDAF ML Model Provision Subscription
delete,{apiRoot}/nnwdaf-mlmodelprovision/v1/subscriptions/{subscriptionId},Delete an existing Individual NWDAF ML Model Provision Subscription.
post,{apiRoot}/nbsf-management/v1/pcfBindings,Create a new Individual PCF for a PDU Session binding information
get,{apiRoot}/nbsf-management/v1/pcfBindings,Read PCF for a PDU Session Bindings information
delete,{apiRoot}/nbsf-management/v1/pcfBindings/{bindingId},Delete an existing Individual PCF for a PDU Session Binding information
patch,{apiRoot}/nbsf-management/v1/pcfBindings/{bindingId},Update an existing Individual PCF for a PDU Session Binding information
post,{apiRoot}/nbsf-management/v1/subscriptions,Create an individual subscription for event notifications from the BSF
put,{apiRoot}/nbsf-management/v1/subscriptions/{subId},Replace an individual subscription for event notifications from the BSF
delete,{apiRoot}/nbsf-management/v1/subscriptions/{subId},Delete an individual subscription for event notifications from the BSF
post,{apiRoot}/nbsf-management/v1/pcf-ue-bindings,Create a new Individual PCF for a UE binding information
get,{apiRoot}/nbsf-management/v1/pcf-ue-bindings,Read PCF for a UE Bindings information
delete,{apiRoot}/nbsf-management/v1/pcf-ue-bindings/{bindingId},Delete an existing Individual PCF for a UE Binding information
patch,{apiRoot}/nbsf-management/v1/pcf-ue-bindings/{bindingId},Update an existing Individual PCF for a UE Binding information
post,{apiRoot}/nbsf-management/v1/pcf-mbs-bindings,Create a new Individual PCF for an MBS Session binding.
get,{apiRoot}/nbsf-management/v1/pcf-mbs-bindings,Retrieve an existing PCF for an MBS Session binding.
patch,{apiRoot}/nbsf-management/v1/pcf-mbs-bindings/{bindingId},Request the modification of an existing Individual PCF for an MBS Session Binding resource.
delete,{apiRoot}/nbsf-management/v1/pcf-mbs-bindings/{bindingId},Request the deletion of an existing Individual PCF for an MBS Session Binding.
get,{apiRoot}/3gpp-5glan-pp/v1/{afId}/subscriptions,read all of the active subscriptions for the AF
post,{apiRoot}/3gpp-5glan-pp/v1/{afId}/subscriptions,Creates a new subscription resource
get,{apiRoot}/3gpp-5glan-pp/v1/{afId}/subscriptions/{subscriptionId},read an active subscription for the AF and the subscription Id
put,{apiRoot}/3gpp-5glan-pp/v1/{afId}/subscriptions/{subscriptionId},Fully updates/replaces an existing subscription resource
patch,{apiRoot}/3gpp-5glan-pp/v1/{afId}/subscriptions/{subscriptionId},Partial updates an existing subscription resource
delete,{apiRoot}/3gpp-5glan-pp/v1/{afId}/subscriptions/{subscriptionId},Deletes an already existing subscription
get,{apiRoot}/3gpp-acs-pp/v1/{afId}/subscriptions,read all of the active subscriptions for the AF
post,{apiRoot}/3gpp-acs-pp/v1/{afId}/subscriptions,Creates a new subscription resource
get,{apiRoot}/3gpp-acs-pp/v1/{afId}/subscriptions/{subscriptionId},read an active subscription for the AF and the subscription Id
put,{apiRoot}/3gpp-acs-pp/v1/{afId}/subscriptions/{subscriptionId},Fully updates/replaces an existing subscription resource
patch,{apiRoot}/3gpp-acs-pp/v1/{afId}/subscriptions/{subscriptionId},Partial modifies an existing subscription resource.
delete,{apiRoot}/3gpp-acs-pp/v1/{afId}/subscriptions/{subscriptionId},Deletes an already existing subscription
post,{apiRoot}/3gpp-akma/v1/retrieve,Retrieve AKMA Application Key Information.
get,{apiRoot}/3gpp-am-influence/v1/{afId}/subscriptions,Read all of the active subscriptions for the AF.
